;comments
558;Tolle und geräumige Wohnung im modernen Stil. Nur wenige Gehminuten von der S-Bahn entfernt. Ich würde es auf jeden Fall empfehlen, hier zu übernachten, wenn Sie Zürich besuchen!
558;Wirklich schöne Unterkunft. Super sauber, schöne Nachbarschaft, gute Verkehrsanbindung.
558;"Toller Ort und hatte alles, was wir brauchten. Die Unterkunft war sehr sauber und man konnte alles, was Zürich zu bieten hatte, gut zu Fuß erreichen. Jin und Caroline waren während des gesamten Prozesses sehr gute Kommunikationspartner und der Check-in verlief reibungslos. Kann es jedem empfehlen, der nach Zürich reist
Mehr anzeigen"
559;"Leider war die Unterkunft nicht sauber. Im Bad waren noch Haare vom Vorgänger (sehr viele), generell war die Wohnung einfach nicht sauber. Couch stinkt nach Schweiß und ist ziemlich fleckig. Kippenstummel lagen auf dem Balkon. Die Oberflächen im Schlafzimmer waren staubig.

Lage und Organisation waren in Ordnung."
559;Diese schöne Unterkunft würde ich meinen Freunden sehr empfehlen!
559;Alles wunderbar, vielen Dank!
559;Sehr gute Unterkunft.
559;Wir waren sehr zufrieden! Gerne wieder! :)
559;Als wir in die Wohnung kamen, war sie nicht geputzt. Der Müll der Vorgänger war noch da, die Betten waren nicht neu bezogen, die Handtücher nicht ausgetauscht usw. Es kam zwar schnell jemand, trotzdem erwartet man so etwas bei diesem Preis nicht und wir mussten warten bis wir uns fertig machen konnten etc. Auch hat der Gastgeber mir angeboten die Reinigungskosten zu erstatten, sich aber dann nicht mehr gemeldet. Über den Airbnb Kundenservice hat es dann geklappt.
559;"Leider war die Unterkunft nicht sauber. Im Bad waren noch Haare vom Vorgänger (sehr viele), generell war die Wohnung einfach nicht sauber. Couch stinkt nach Schweiß und ist ziemlich fleckig. Kippenstummel lagen auf dem Balkon. Die Oberflächen im Schlafzimmer waren staubig.

Lage und Organisation waren in Ordnung."
559;Diese schöne Unterkunft würde ich meinen Freunden sehr empfehlen!
559;Alles wunderbar, vielen Dank!
559;Sehr gute Unterkunft.
559;Wir waren sehr zufrieden! Gerne wieder! :)
559;Check in ist sehr gut und einfach. Gerne wieder!
560;Ausgezeichnete Lage, schöne, große Wohnung und ein Gastgeber, der gut kommuniziert! Nicht billig, aber wiederum ist das Zürich und man muss es nur noch akzeptieren.
560;"Diese Wohnung ist wirklich gut gelegen und mit Straßenbahn und Bus gut erreichbar, umgeben von vielen Restaurants, Cafés und Bars. In der Nähe von Nachtleben, Sehenswürdigkeiten und dem Geschäftszentrum.
Die Wohnung hat schönes Tageslicht, ist mit viel Stil eingerichtet und du findest alles, was du brauchst, um deinen Aufenthalt komfortabel zu machen.
Die Kommunikation mit Julia verlief reibungslos und pünktlich. Wir würden jederzeit wieder bei ihnen buchen."
560;Diese Unterkunft ist wirklich eine 5-Sterne-Unterkunft. So sauber und schick. Die Lage ist fantastisch. Die Wohnung ist hell und luftig und hat alles, was man braucht. Die Gastgeber sind SO nett und einladend! Ich kann keinen einzigen Fehler finden! So ein toller Wert (vor allem für Zürich)…wenn du Glück hast, dieses Inserat zu sehen, zögere nicht, buche es! A++++
560;Unser Aufenthalt war in jeder Hinsicht perfekt. Julias Zuhause ist wunderschön, komfortabel und blitzsauber! Julia ist hilfreich und großzügig, die Annehmlichkeiten sind erstklassig. Zürich ist eine wunderbare Stadt und der Aufenthalt in Julias Haus hat das Erlebnis noch besser gemacht. Wir blieben fast zwei Wochen und wollten nicht mehr weg. Ich würde zu 100 % wieder hier übernachten. Die Lage in der Nähe von allem (einschließlich des Sees, den wir jeden Tag zu Fuß gingen!) und die Wohnung war lichtdurchflutet und friedlich. Ich habe alles geliebt!
560;Moderne stilvolle und komfortable Wohnung in einer tollen Nachbarschaft. Es war super einfach, mit Gastgebern zu kommunizieren. Ich würde das nächste Mal wieder in Zürich bleiben!
560;Sehr einladender Gastgeber. Zwei Straßenbahnen vor der Wohnung bieten einfache Verbindungen zu allen Zügen und Bussen und zu allen Orten, an die du fahren möchtest. Die Wohnung ist groß und sauber. Es gibt viele Restaurants in der Nähe. Es ist sehr praktisch.
560;Ausgezeichnete Lage, schöne, große Wohnung und ein Gastgeber, der gut kommuniziert! Nicht billig, aber wiederum ist das Zürich und man muss es nur noch akzeptieren.
560;"Diese Wohnung ist wirklich gut gelegen und mit Straßenbahn und Bus gut erreichbar, umgeben von vielen Restaurants, Cafés und Bars. In der Nähe von Nachtleben, Sehenswürdigkeiten und dem Geschäftszentrum.
Die Wohnung hat schönes Tageslicht, ist mit viel Stil eingerichtet und du findest alles, was du brauchst, um deinen Aufenthalt komfortabel zu machen.
Die Kommunikation mit Julia verlief reibungslos und pünktlich. Wir würden jederzeit wieder bei ihnen buchen."
560;Diese Unterkunft ist wirklich eine 5-Sterne-Unterkunft. So sauber und schick. Die Lage ist fantastisch. Die Wohnung ist hell und luftig und hat alles, was man braucht. Die Gastgeber sind SO nett und einladend! Ich kann keinen einzigen Fehler finden! So ein toller Wert (vor allem für Zürich)…wenn du Glück hast, dieses Inserat zu sehen, zögere nicht, buche es! A++++
560;Tolle Lage und Unterkunft für einen Urlaub! Es hat eine gute Nachbarschaft mit viel Platz zum Essen und Trinken und es liegt ganz in der Nähe der Innenstadt von Zürich. Gastgeber sind hilfsbereit und nett! Ich genieße es wirklich, hier in Zürich zu übernachten!
562;perfekte Wohnung und perfekter Gastgeber! Sehr empfehlenswert.
563;Wir hatten eine gute Zeit in der Wohnung. Sie ist super gut gelegen. In 10 Minuten ist man zu Fuss in der Innenstadt. Die Räume sind hell und grosszügig. Für Gäste die gerne kochen ist die karge Küchenausstattung eine Herausforderung. Die Betten sind bequem.
563;Schöne grosse Wohnung mit allem Komfort, gerne wieder!
563;Die Wohnung hat uns als Familie sehr gefallen. Sehr geräumig und tolle Lage!
563;Die Wohnung ist sauber, zentral gelegen und für 5 Personen sehr groß. Für einen kuren Aufenthalt in Zürich kann ich die Wohnung auf jeden Fall weiterempfehlen. Wir würden wiederkommen!
563;"Schöne saubere Wohnung in perfekter Lage für touristischen Zürich-Besuch. Alle innerstädtischen Sehenswürdigkeiten schnell mit derTram erreichbar.

Unkomplizierter, freundlicher, zuvorkommender (hat extra für uns einen Kinderhochstuhl organisiert) schnell antwortender Host.

Gerne jederzeit wieder :-)"
563;Alles gut, weniger laut als man von der Lage annehmen könnte.
563;Wir hatten eine gute Zeit in der Wohnung. Sie ist super gut gelegen. In 10 Minuten ist man zu Fuss in der Innenstadt. Die Räume sind hell und grosszügig. Für Gäste die gerne kochen ist die karge Küchenausstattung eine Herausforderung. Die Betten sind bequem.
563;Schöne grosse Wohnung mit allem Komfort, gerne wieder!
563;Die Wohnung hat uns als Familie sehr gefallen. Sehr geräumig und tolle Lage!
563;Die Wohnung ist sauber, zentral gelegen und für 5 Personen sehr groß. Für einen kuren Aufenthalt in Zürich kann ich die Wohnung auf jeden Fall weiterempfehlen. Wir würden wiederkommen!
563;Wir haben uns wohl gefühlt in der Wohnung. Alles hat reibungslos und schnell geklappt. Die Lage ist gut (etwas Lärm durch den Verkehr, aber nicht schlimm), man ist schnell überall mit dem ÖV. In der Wohnung war alles Nötige vorhanden. Wir können Daniels Wohnung empfehlen!
564;"Die Wohnung befindet sich in einem sehr schönen Viertel: kleine Gassen, viele tolle Shops, Galerien von den Künstlern und Handwerkern, kleine Cafés. Sehr außergwöhnlich!
Nur 2 Stationen mit dem Bus oder Straßenbahn vom Hauptbahnhof entfernt (an dieser Stelle extra Lob an die Öffis in Zürich!!!)
Das Haus, in dem sich die Wohnung befindet, ist ein Traum! Die Wohnung war sauber, Bettwäsche und Tücher von guter Qualität! In der Küche gab es alles, was man braucht (und bei einem Aufenthalt mit drei Kindern braucht man schon viel).
Ich danke der Gastgeberin für die schnelle Kommunikation und klare Anweisungen.
Zürich ist eine wunderschöne Stadt. Wir werden uns sicher schon bald wiedersehen!"
564;Das Apartment ist perfekt ausgestattet und liebevoll hergerichtet gewesen. Sehr sauber und gut aufgeteilt. Ruhige Lage.
564;Tanias Appartement ist sehr hell und freundlich eingerichtet. Die Lage war optimal, sehr zentral und doch ruhig. Ich habe mich sehr wohl gefühlt und werde gerne wieder kommen.
564;Perfekte Lage und direkte Anbindung an die Altstadt! Es gibt einen Parkplatz ganz in der Nähe - sehr praktisch zum Ausladen. Das Apartment ist sehr sauber und praktisch eingerichtet, es gibt auch einen Geschirrspüler. Die Lage ist absolut ruhig, obwohl man sich direkt im Zentrum befindet. Super Quartier für einen Kurztrip nach Zürich!
564;Wir waren rundum zufrieden!
564;Wunderschöne Lage, saubere Wohnung, netter Kontakt, alles war tiptop
564;"Die Wohnung befindet sich in einem sehr schönen Viertel: kleine Gassen, viele tolle Shops, Galerien von den Künstlern und Handwerkern, kleine Cafés. Sehr außergwöhnlich!
Nur 2 Stationen mit dem Bus oder Straßenbahn vom Hauptbahnhof entfernt (an dieser Stelle extra Lob an die Öffis in Zürich!!!)
Das Haus, in dem sich die Wohnung befindet, ist ein Traum! Die Wohnung war sauber, Bettwäsche und Tücher von guter Qualität! In der Küche gab es alles, was man braucht (und bei einem Aufenthalt mit drei Kindern braucht man schon viel).
Ich danke der Gastgeberin für die schnelle Kommunikation und klare Anweisungen.
Zürich ist eine wunderschöne Stadt. Wir werden uns sicher schon bald wiedersehen!"
564;Das Apartment ist perfekt ausgestattet und liebevoll hergerichtet gewesen. Sehr sauber und gut aufgeteilt. Ruhige Lage.
564;Tanias Appartement ist sehr hell und freundlich eingerichtet. Die Lage war optimal, sehr zentral und doch ruhig. Ich habe mich sehr wohl gefühlt und werde gerne wieder kommen.
564;Perfekte Lage und direkte Anbindung an die Altstadt! Es gibt einen Parkplatz ganz in der Nähe - sehr praktisch zum Ausladen. Das Apartment ist sehr sauber und praktisch eingerichtet, es gibt auch einen Geschirrspüler. Die Lage ist absolut ruhig, obwohl man sich direkt im Zentrum befindet. Super Quartier für einen Kurztrip nach Zürich!
564;sehr nette Wohnung in hervorragender Lage
565;"Ich hatte einen absolut wunderbaren Aufenthalt. Von dem Moment an, als ich ankam, haben sie alles gegeben, um dafür zu sorgen, dass ich alles hatte, was ich für einen angenehmen Aufenthalt brauchte. Die Kommunikation war klar und zeitnah, und sie waren unglaublich einladend und freundlich.

Die Wohnung selbst war einwandfrei sauber und schön eingerichtet. Es hatte alle Ausstattungen, die ich brauchte, einschließlich einer komplett ausgestatteten Küche und eines bequemen Bettes. Die Lage war auch fantastisch, mit guter Anbindung an die öffentlichen Verkehrsmittel und viele tolle Restaurants und Geschäfte, die zu Fuß erreichbar sind.

Während meines gesamten Aufenthalts standen sie jederzeit für Fragen zur Verfügung. Ich habe ihre Gastfreundschaft und Liebe zum Detail sehr geschätzt und meinen Aufenthalt in Zürich unvergesslich gemacht.

Insgesamt würde ich die Unterkunft jedem empfehlen, der eine komfortable und einladende Unterkunft sucht.
Mehr anzeigen"
567;"Die Wohnung ist wirklich sehr schön und geräumig. Durch die vielen Fenster hat man tagsüber viel Tageslicht. Die öffentliche Anbindung ist auch perfekt. Die Tram ist im vorbeifahren zwar hörbar, aber nicht weiter störend.

Tania war immer schnell zu erreichen und hat innerhalb weniger Minuten geantwortet. Auf Anfrage war sogar ein Late Check-out möglich.

Gerne wieder!"
567;Alles super, gerne wieder
567;Sehr sauber und heimisch eingerichtet. Super zentral ! Nur zu empfehlen !! Ein wunderschönes Apartment wie alle von Tania!
567;Alles gut gelaufen.
567;Tolle Wohnung und sehr gute Kommunikation mit Tanja.
567;vielen dank und ich komme sehr gern wieder👍
567;"Die Wohnung ist wirklich sehr schön und geräumig. Durch die vielen Fenster hat man tagsüber viel Tageslicht. Die öffentliche Anbindung ist auch perfekt. Die Tram ist im vorbeifahren zwar hörbar, aber nicht weiter störend.

Tania war immer schnell zu erreichen und hat innerhalb weniger Minuten geantwortet. Auf Anfrage war sogar ein Late Check-out möglich.

Gerne wieder!"
567;Alles super, gerne wieder
567;Sehr sauber und heimisch eingerichtet. Super zentral ! Nur zu empfehlen !! Ein wunderschönes Apartment wie alle von Tania!
567;Alles gut gelaufen.
567;Tolle Wohnung und sehr gute Kommunikation mit Tanja.
567;Zentrale Lage, coole Wohnung
568;Sehr zu empfehlen
568;Der Gastgeber hat diese Reservierung 8 Tage vor Anreise storniert. Dies ist eine automatisierte Veröffentlichung.
568;Guter Platz. In der Nähe von allem
568;Diese Wohnung (Wohnung) befindet sich in einem tollen Teil der Stadt und etwa 10 Autominuten von der Altstadt von Zürich und dem Hauptbahnhof entfernt. Das Innere war sehr sauber und gemütlich. Es gibt viel Platz zum Aufhängen Ihrer Kleidung und das Wohnzimmer und die Küche haben eine angenehme Größe, perfekt für ein Paar oder zwei Personen. Die Nachbarschaft ist sehr sicher und es gibt gebührenpflichtige Parkplätze direkt vor dem Gebäude. Wir haben ein Auto gemietet und waren froh, direkt vor dem Haus parken zu können. Im Gebäude gibt es einen Aufzug, der den Transport unseres Gepäcks erleichtert. Direkt an der Straße gibt es auch einen Supermarkt/Lebensmittelladen, so dass wir die Dinge, die wir brauchten, auch ohne Anfahrt besorgen konnten. Die Gastgeberin hat uns zeitnah kommuniziert, während unseres Aufenthalts leicht verständliche Anweisungen gegeben und sogar einen Stadtführer zur Verfügung gestellt. Wir hatten einen tollen Aufenthalt ohne Probleme. Wir würden auf jeden Fall wieder hier übernachten, wenn wir Zürich besuchen!
568;Vielen Dank für alles! Tolle Unterkunft, super zentrale Lage und sehr netter und schneller Kontakt. Nur zu empfehlen!
568;sehr schön
568;Sehr zu empfehlen
568;Der Gastgeber hat diese Reservierung 8 Tage vor Anreise storniert. Dies ist eine automatisierte Veröffentlichung.
568;Guter Platz. In der Nähe von allem
568;Diese Wohnung (Wohnung) befindet sich in einem tollen Teil der Stadt und etwa 10 Autominuten von der Altstadt von Zürich und dem Hauptbahnhof entfernt. Das Innere war sehr sauber und gemütlich. Es gibt viel Platz zum Aufhängen Ihrer Kleidung und das Wohnzimmer und die Küche haben eine angenehme Größe, perfekt für ein Paar oder zwei Personen. Die Nachbarschaft ist sehr sicher und es gibt gebührenpflichtige Parkplätze direkt vor dem Gebäude. Wir haben ein Auto gemietet und waren froh, direkt vor dem Haus parken zu können. Im Gebäude gibt es einen Aufzug, der den Transport unseres Gepäcks erleichtert. Direkt an der Straße gibt es auch einen Supermarkt/Lebensmittelladen, so dass wir die Dinge, die wir brauchten, auch ohne Anfahrt besorgen konnten. Die Gastgeberin hat uns zeitnah kommuniziert, während unseres Aufenthalts leicht verständliche Anweisungen gegeben und sogar einen Stadtführer zur Verfügung gestellt. Wir hatten einen tollen Aufenthalt ohne Probleme. Wir würden auf jeden Fall wieder hier übernachten, wenn wir Zürich besuchen!
568;Eine fantastische Wohnung, um Zürich zu erkunden. Die Lage ist hervorragend, um die Stadt zu Fuß oder mit öffentlichen Verkehrsmitteln zu erkunden. Ausgezeichnete Kommunikation von Tania und sehr einfacher Check-in. Die Wohnung selbst war sehr sauber und bot alles, was wir brauchten (ein zusätzlicher Bonus war, dass die Kinder nach einem langen Tag zu Fuß Netflix auf dem Fernseher hatten!). Wir haben unseren Aufenthalt genossen und können es wärmstens empfehlen zu anderen!
569;Top Wohnung und top Lage
569;Gute Lage, Stadtzentrum in 5min zu Fuss zu erreichen. Grosse Wohnung, absolut ruhig.
569;Alles war perfekt. Sehr schöne Wohnung, sauber, gut ausgestattet und gut gelegen im Herzen von Zürich. Reibungslose und klare Kommunikation mit Tania.
569;"Insgesamt gut für unseren zweitägigen Aufenthalt. Die gute Anbindung an die Straßenbahn machte die Fortbewegung sehr bequem.

Vorteile:
- schöner Ort
-Platz ist großzügig
-sehr sauber
-einfacher Zugang zur Straßenbahn

Nachteile:
- Dies ist eine allgemeine Firmenmiete, sehr minimale Ausstattung (gut benutzter Küchenschwamm, fast leere Rolle Papierhandtücher, nur Salz und Pfeffer in der Küche), keine Bücher, Spiele oder persönliche Details
- niedrige Türrahmen (mein Mann und mein Sohn stießen ständig mit dem Kopf)
- ein Handtuch pro Person. KEINE zusätzlichen Kissen"
